KU_KOD;KU_NAZEV;CELKOVY_POCET_PARCEL;CELKOVA_VYMERA;Orn· p˘da(2)-poËet parcel;Orn· p˘da(2)-v˝mÏra;Chmelnice(3)-poËet parcel;Chmelnice(3)-v˝mÏra;Vinice(4)-poËet parcel;Vinice(4)-v˝mÏra;Zahrada(5)-poËet parcel;Zahrada(5)-v˝mÏra;Ovocn˝ sad(6)-poËet parcel;Ovocn˝ sad(6)-v˝mÏra;Trval˝ travnÌ porost(7)-poËet parcel;Trval˝ travnÌ porost(7)-v˝mÏra;LesnÌ pozemek(10)-poËet parcel;LesnÌ pozemek(10)-v˝mÏra;VodnÌ plocha(11)-poËet parcel;VodnÌ plocha(11)-v˝mÏra;ZastavÏn· plocha a n·dvo¯Ì(13)-poËet parcel;ZastavÏn· plocha a n·dvo¯Ì(13)-v˝mÏra;OstatnÌ plocha(14)-poËet parcel;OstatnÌ plocha(14)-v˝mÏra
695173;JelenÌ u Brunt·lu;1933;11378278;404;3714580;0;0;0;0;123;74604;0;0;515;1804569;134;5115314;100;91266;175;85379;482;492566;
695181;Milotice nad Opavou;823;7852837;36;999230;0;0;0;0;91;77807;2;14549;139;1475960;185;4860413;20;20597;134;39313;216;364968;
695190;Milovice nad Labem;3289;19159929;163;5993669;0;0;0;0;350;214598;9;20211;11;70534;28;2442616;11;55375;1572;601573;1145;9761353;
695203;Milovice u Ho¯ic;452;3293707;38;2649737;0;0;0;0;93;59671;0;0;37;253956;0;0;18;26784;146;67086;120;236473;
695211;Milovice u Mikulova;1852;6512871;307;2435327;0;0;257;999231;224;116824;2;7773;55;71377;19;683866;123;1107679;310;102083;555;988711;
695220;»eskÈ Milovy;769;2877790;86;248469;0;0;0;0;24;6874;0;0;317;703527;41;1626549;14;23619;73;16047;214;252705;
695246;Mil˝;1163;8704722;232;1771805;53;497045;0;0;146;97369;10;51773;88;124198;94;5617501;14;30320;177;67056;349;447655;
695254;MimoÚ;5539;13469723;257;5594012;0;0;0;0;1012;419170;2;29264;352;2120993;130;1783323;49;377593;2520;748578;1217;2396790;
695262;Pertoltice pod Ralskem;1329;7915051;145;4265603;0;0;0;0;125;86148;0;0;364;1745651;69;708797;28;232538;269;124208;329;752106;
695289;Vranov pod Ralskem;519;2011681;42;728085;0;0;0;0;68;46070;0;0;107;549065;81;420689;22;73672;76;22821;123;171279;
695297;ChabiËovice;304;4963486;22;2205280;0;0;0;0;17;11232;2;9137;31;385072;52;1984068;25;55256;47;27892;108;285549;
695301;MalËice;923;3069486;410;1438563;0;0;0;0;41;30550;3;3378;179;379532;108;1056175;13;27461;41;16551;128;117276;
695319;Mirkovice;904;3545178;312;2459484;0;0;0;0;93;59492;1;6444;59;126009;149;587885;9;30843;102;28118;179;246903;
695335;Zahr·dka u Mirkovic;276;1759545;20;939504;0;0;0;0;20;10384;1;2563;24;145028;19;379104;12;155099;69;13104;111;114759;
695343;éaltice;415;2149222;17;538678;0;0;0;0;30;27626;0;0;44;475854;199;951364;0;0;38;17086;87;138614;
695351;Mirochov;1020;9703799;212;1020154;0;0;0;0;115;67521;0;0;254;929248;61;6116387;61;1215756;95;41131;222;313602;
695378;Miroslav;6930;26599877;2165;19998380;0;0;384;1147597;856;379276;85;677015;41;69539;137;1556509;116;312707;1601;540251;1545;1918603;
695394;MiroslavskÈ KnÌnice;2218;8639037;831;6368889;0;0;20;78867;151;102883;3;23618;68;146657;402;1143952;25;27970;262;106056;456;640145;
695424;Miroöov;4597;11542026;962;5410139;0;0;0;0;788;699615;7;36900;496;1897042;66;1761199;174;178623;1145;381637;959;1176871;
695459;Miroöov u Jihlavy;692;4130194;83;1589572;0;0;0;0;110;62558;3;4805;99;900127;40;1150385;23;77687;97;34946;237;310114;
695467;Miroöov u BobrovÈ;1066;6847662;135;3746446;0;0;0;0;103;55973;0;0;164;821398;198;1370782;33;261269;141;53448;292;538346;
695475;Miroöovice u ÿÌËan;2662;5359710;132;1682040;0;0;0;0;719;530316;10;39769;186;694787;206;1327810;17;58084;799;136297;593;890607;
695483;Boudy;1929;10008574;655;3837830;0;0;0;0;188;148241;13;32422;342;1043146;94;4480108;18;16462;174;81504;445;368861;
695491;LuËkovice;810;4936346;149;2188866;0;0;0;0;92;83177;1;3000;157;989731;60;1097596;36;145075;95;41771;220;387130;
695505;Mirotice;3090;8214356;947;4839144;0;0;0;0;380;288742;26;29614;381;952238;58;947567;128;219090;539;184036;631;753925;
695513;MirotÌnek;851;3748241;19;231510;0;0;0;0;142;100201;0;0;222;2054793;113;1028540;2;1124;85;23845;268;308228;
695521;MÌrov;776;1860488;64;613907;0;0;0;0;121;82901;1;23225;107;407534;61;442352;2;915;168;50146;252;239508;
695530;MÌroveËek;534;6024182;20;253197;0;0;0;0;53;44156;0;0;150;816572;109;4682602;20;18724;28;12481;154;196450;
695548;MÌrovsk˝ Grunt;298;5713581;12;17354;0;0;0;0;62;33772;0;0;72;193520;22;5216449;24;42353;34;9819;72;200314;
695556;MÌrov·;1059;3896548;85;1147825;0;0;0;0;104;65262;19;8816;215;1027180;107;592888;32;129757;182;58850;315;865970;
695572;BÏl· u Turnova;2188;6391221;246;1438919;0;0;0;0;347;370334;16;64031;497;1254967;241;2739127;6;28756;417;100821;418;394266;
695637;Loktuöe;650;2022072;86;538950;0;0;0;0;81;80415;17;58056;227;444356;52;776788;8;2792;74;20792;105;99923;
695670;Sekerkovy LouËky;2281;6006135;496;2089824;0;0;0;0;304;339299;39;354194;493;1432165;246;1303965;21;84960;330;96768;352;304960;
695700;Vesec pod Koz·kovem;2202;4819749;183;546174;0;0;0;0;258;225099;35;202263;826;1989841;275;1512057;8;5526;266;62642;351;276147;
695726;Mirovice;1850;5281811;289;3522215;0;0;0;0;347;181078;0;0;166;521169;13;109526;25;106463;638;217369;372;623991;
695734;Bartouöov;1486;5917302;260;2971452;0;0;0;0;127;83079;0;0;270;728587;357;1604358;22;127168;163;42122;287;360536;
695769;MÌrovka;1930;6188431;377;2861635;0;0;0;0;243;123819;1;5331;368;1008185;262;1336742;48;135047;272;130879;359;586793;
695785;Vysok· u HavlÌËkova Brodu;1849;8054566;359;3138245;0;0;0;0;127;68954;0;0;416;1559724;314;2383195;62;114624;201;72286;370;717538;
695793;Mi¯ejovice;1583;1979042;301;724428;0;0;0;0;156;118153;157;358140;455;363120;126;243967;15;3579;156;38313;217;129342;
695815;Letovy;1359;3796783;332;1103293;0;0;0;0;68;49697;1;3363;465;1395929;203;868674;13;153976;67;30638;210;191213;
695823;Mi¯enice;1901;4048938;510;1559132;0;0;0;0;122;79536;2;6693;537;969832;325;1183728;12;43598;103;50561;290;155858;
695840;OtÏöÌn;464;3024913;138;1074247;0;0;0;0;10;10988;0;0;163;1260108;23;402144;21;134670;18;17160;91;125596;
695858;Mi¯etice;722;2447497;152;1592050;0;0;0;0;94;68855;0;0;98;289342;94;296171;9;11035;118;43171;157;146873;
695891;Havlovice u Mi¯etic;510;2609092;24;752914;0;0;0;0;78;58697;5;11830;126;762645;31;164458;13;489524;86;31559;147;337465;
695921;Mi¯etice u Nasavrk;2008;9152109;246;2169697;0;0;0;0;326;258898;27;95376;357;1392956;74;4328743;40;131291;454;131248;484;643900;
695947;Mi¯etÌn;1280;3156661;352;1802825;0;0;0;0;82;58452;3;10034;279;518390;158;427650;23;64937;121;39709;262;234664;
695955;MÌ¯kov;1873;12644410;930;4121659;0;0;0;0;97;75660;0;0;218;511226;185;7357079;70;219353;137;73350;236;286083;
695963;Bylany u KutnÈ Hory;1015;5255825;173;3727361;0;0;0;0;151;93570;8;18918;64;235345;54;388254;36;191601;218;82346;311;518430;
695971;Ho¯any u KutnÈ Hory;372;2632329;92;1996164;0;0;0;0;52;32032;18;145441;19;87829;7;47572;5;20714;68;35185;111;267392;
695980;Mezholezy u KutnÈ Hory;284;2501775;54;1908861;0;0;0;0;24;20600;3;50653;28;122602;15;139201;9;74222;54;38779;97;146857;
695998;Miskovice;1139;6931454;339;5358468;0;0;0;0;129;75150;26;206263;84;325038;31;107059;22;22916;234;123344;274;713216;
696005;P¯Ìtoky;457;1883368;139;1580224;0;0;0;0;57;32769;13;21548;20;78924;0;0;3;2997;164;54592;61;112314;
696013;BlahuÚov;815;2194099;3;25781;0;0;0;0;90;34946;8;90927;143;641638;118;1101099;3;5910;76;17269;374;276529;
696021;LideÚ;404;2228419;1;20387;0;0;0;0;8;4767;0;0;101;1008870;104;1029713;4;3285;28;8376;158;153021;
696030;MÌsto;1222;7425049;24;495523;0;0;0;0;123;75314;5;39806;304;1343987;145;4483213;31;139950;203;71233;387;776023;
696048;Vysok· u Chomutova;596;3867398;0;0;0;0;0;0;17;4588;0;0;121;1549422;118;2055406;5;4344;60;18948;275;234690;
696056;Vysok· Jedle;585;3775125;5;2678;0;0;0;0;23;11932;0;0;129;898035;160;2638647;2;8969;47;11356;219;203508;
696064;Mistrovice nad OrlicÌ;2086;4614165;257;1744534;0;0;0;0;375;274034;1;4371;457;1284018;189;777660;11;24351;355;73251;441;431946;
696072;Javorovec;831;1591365;219;561946;0;0;12;70037;138;138051;0;0;200;551007;15;30176;6;8103;102;32270;139;199775;
696081;Mist¯ice I;7304;7893332;3036;5595412;0;0;56;92786;407;274504;0;0;1006;620117;1051;689142;30;10226;489;135654;1229;475491;
696099;Mist¯ice II;505;538101;487;507347;0;0;0;0;0;0;0;0;1;962;0;0;17;29792;0;0;0;0;
696111;KoÚ·kov;1153;3059840;259;973265;0;0;0;0;162;230543;2;9512;225;894515;87;634726;12;39719;182;54530;224;223030;
696129;Mist¯ovice;1335;3143843;330;1230901;0;0;0;0;273;390473;0;0;145;710756;81;455893;15;36471;279;66596;212;252753;
696137;Mosty u »eskÈho TÏöÌna;2782;4404142;406;1896374;0;0;0;0;586;476765;4;16857;235;436399;138;573035;39;80907;650;175364;724;748441;
696161;MÌökovice;1798;7184579;653;5810148;0;0;0;0;198;157863;2;10329;20;68023;345;661391;50;56209;305;102699;225;317917;
696170;Kakovice;474;1588825;183;1016505;0;0;0;0;27;12245;0;0;85;87300;17;343535;43;16952;20;15570;99;96718;
696188;Minice u Miöovic;339;3495971;57;1878702;0;0;0;0;42;27252;1;5266;35;313961;36;1086708;10;8112;40;27989;118;147981;
696196;Miöovice;432;3089683;94;2159899;0;0;0;0;47;30735;0;0;54;350740;40;322067;11;15984;69;39947;117;170311;
696200;Poho¯Ì u Mirovic;567;3034945;139;1984576;0;0;0;0;94;82029;1;5311;87;336292;7;364424;11;12117;115;58787;113;191409;
696234;Koch·nov u Mitrova;142;1739916;18;773347;0;0;0;0;21;14747;1;3341;23;49108;13;834840;8;11960;28;16457;30;36116;
696251;Mitrov u UhlÌ¯sk˝ch Janovic;469;4170849;106;1903225;0;0;0;0;89;83356;5;6486;41;165965;23;1770982;8;8521;95;45753;102;186561;
696269;Opatovice II;273;1410946;66;1170827;0;0;0;0;40;30583;5;7451;37;69392;3;18364;6;9006;56;28787;60;76536;
696293;Mlad· Boleslav;12131;11584414;698;2271548;0;0;0;0;2181;877995;0;0;216;417615;0;0;75;184246;5840;2340850;3121;5492160;
696455;JemnÌky u MladÈ Boleslavi;695;2077829;193;1020712;0;0;0;0;75;72975;0;0;91;141027;62;683557;15;6203;111;38239;148;115116;
696579;BezdÏËÌn u MladÈ Boleslavi;806;1754779;294;996892;0;0;0;0;108;47508;0;0;32;16922;0;0;11;4061;191;180926;170;508470;
696587;Chr·st u MladÈ Boleslavi;592;2108255;207;1075788;0;0;0;0;45;25774;0;0;16;90419;58;204131;10;3399;79;33161;177;675583;
696641;»ejetice u MladÈ Boleslavi;3546;5597488;432;2598142;0;0;0;0;723;403739;8;32841;87;235749;102;989350;11;137436;1627;285381;556;914850;
696692;Deb¯;1303;1890291;92;443807;0;0;0;0;266;128353;3;13156;78;236796;5;119097;5;90055;452;101122;402;757905;
696722;Mlad· Voûice;4549;7471050;1319;4846632;0;0;0;0;690;451016;0;0;267;537336;42;70620;223;333087;1164;281052;844;951307;
696765;MladÈ B¯ÌötÏ;915;2217973;149;983228;0;0;0;0;79;46011;0;0;174;586053;51;290189;30;38515;113;31120;319;242857;
696781;HertvÌkovice;1162;6548765;141;2877962;0;0;0;0;108;116883;0;0;168;912990;113;1920418;54;34288;118;37800;460;648424;
696790;Kaln· Voda;828;3799824;49;635576;0;0;0;0;52;35255;0;0;140;934278;66;1663354;12;28086;138;48068;371;455207;
696803;MladÈ Buky;3183;10921251;166;2432800;0;0;0;0;356;238550;1;6305;400;2243066;196;3995359;41;121819;875;233505;1148;1649847;
696811;Sklen·¯ovice;404;5512917;0;0;0;0;0;0;0;0;0;0;118;1269834;93;3842911;4;9209;8;1690;181;389273;
696820;Mladecko;683;2651436;162;2067572;0;0;0;0;114;64251;0;0;103;196655;38;109654;22;15349;136;33184;108;164771;
696846;MÏrotÌn;1021;2138253;339;1217421;0;0;0;0;145;133893;31;93582;92;189615;74;243512;10;8092;147;51002;183;201136;
696854;MladeË;1520;10327952;216;2185828;0;0;0;0;209;170113;2;183644;168;744081;194;5823854;72;385560;256;97858;403;737014;
696862;Sob·Ëov;930;1737757;484;1228643;0;0;0;0;107;67617;0;0;79;140955;3;35080;12;42269;126;46078;119;177115;
696871;Hubojedy;852;1778812;260;1134264;0;0;0;0;63;44114;1;2650;205;283700;39;167250;76;17771;47;26471;161;102592;
696897;MladÏjov v »ech·ch;1969;4837367;365;1737932;0;0;0;0;201;138235;12;17816;401;846218;169;1401169;102;84527;280;84035;439;527435;
696927;MladÏjov na MoravÏ;1769;9267173;196;4541732;0;0;0;0;352;210270;14;34674;332;868214;114;3026700;71;26576;279;83865;411;475142;
697664;MniöÌ;1838;3696716;269;1034432;0;0;0;0;361;328433;0;0;350;1474395;117;500396;19;38850;353;98790;369;221420;
697672;MoËerady;676;4467584;170;2758546;0;0;0;0;51;42050;7;22920;48;319179;152;796933;14;40820;63;45921;171;441215;
697681;NovÈ Dvory u MoËerad;351;2206093;111;1250169;0;0;0;0;23;24663;0;0;57;316897;39;462391;12;30365;17;14670;92;106938;
697702;KvÌtkov u Modlan;880;2523891;282;1926704;0;0;0;0;129;61477;1;3487;56;227201;3;13733;6;2079;214;41794;189;247416;
697711;Modlany;644;2400304;54;673310;0;0;0;0;110;61006;9;411103;31;39163;1;2712;25;328906;176;57123;238;826981;
697729;SuchÈ;206;1467683;62;1218853;0;0;0;0;22;15957;0;0;10;8302;0;0;7;8853;48;21473;57;194245;
697737;VÏöùany;522;2126074;135;1148131;0;0;0;0;60;19737;0;0;38;215226;21;273400;16;24923;103;31845;149;412812;
697745;éichlice u Modlan;299;1587538;26;527334;0;0;0;0;1;1501;0;0;35;329451;40;225747;1;858;10;1955;186;500692;
697753;Hajsk·;544;1865201;163;953678;0;0;0;0;34;24477;0;0;112;689340;20;40158;19;7302;51;21736;145;128510;
697761;Modleöovice;2301;5322598;1126;3563168;0;0;0;0;88;86039;2;12771;316;811295;145;390355;111;35884;107;57633;406;365453;
697770;SedlÌkovice;466;2693065;198;1771806;0;0;0;0;35;29754;1;7168;41;307833;15;366120;15;59524;31;24826;130;126034;
697796;Modlibohov;871;2649309;82;736018;0;0;0;0;61;54338;1;7068;256;775744;79;805104;34;11196;106;34704;252;225137;
697800;Sob·kov;275;1252133;23;157962;0;0;0;0;27;20732;0;0;69;335722;63;658376;0;0;25;12690;68;66651;
697818;Star˝ Dub;598;2124672;78;740508;0;0;0;0;116;105728;2;7412;129;620410;61;452028;7;10922;102;34758;103;152906;
697826;ModlÌkov u P¯ibyslavi;803;5092257;61;2806809;0;0;0;0;96;44441;0;0;119;729322;250;1257966;11;27035;115;49221;151;177463;
697834;Modr· u DÏËÌna;1523;4434527;75;799337;0;0;0;0;342;245175;0;0;295;1145256;102;1718092;23;40113;360;80193;326;406361;
697842;Modr· u Velehradu;1764;1818919;661;1257755;0;0;47;29914;300;198903;5;8533;47;40952;7;5128;103;27555;320;102285;274;147894;
697851;Filipova Huù;611;57447515;0;0;0;0;0;0;0;0;0;0;84;528741;148;54204183;60;983520;87;31046;232;1700025;
697869;Horsk· Kvilda;751;29879059;0;0;0;0;0;0;6;5037;0;0;141;1456422;280;26196372;47;1709886;85;30014;192;481328;
697885;Javo¯Ì Pila;87;19130969;0;0;0;0;0;0;0;0;0;0;0;0;11;16554514;41;1963831;0;0;35;612624;
697893;Roklansk˝ Les;4;3121858;0;0;0;0;0;0;0;0;0;0;0;0;4;3121858;0;0;0;0;0;0;
697907;Mod¯ec;816;4683388;33;2877482;0;0;0;0;149;74206;0;0;105;333070;144;1089899;12;22228;178;36139;195;250364;
697915;KostelÌk;475;1847826;133;577019;0;0;0;0;53;34251;1;7713;86;205970;28;765276;4;105701;74;27019;96;124877;
697923;Mod¯ejovice;929;5514775;451;2475971;0;0;0;0;67;45062;0;0;53;111319;52;2579487;20;22809;101;59147;185;220980;
697931;Mod¯ice;5931;10050459;1208;4663464;0;0;59;98540;924;552988;144;1091566;17;19011;12;98671;34;126490;1899;871065;1634;2528664;
697940;Mod¯iöice;1712;3461928;520;2168030;0;0;0;0;271;176774;11;68886;403;662877;18;57338;73;85548;275;97813;141;144662;
697966;Mod¯ovice;737;3186541;354;2712850;0;0;0;0;65;35009;6;7804;72;181586;15;62860;32;30229;58;33592;135;122611;
697974;»melÌny;687;3104069;81;958396;0;0;0;0;46;36974;0;0;112;606057;100;1204816;29;14857;56;24388;263;258581;
697982;Mohelnice u Nepomuka;1267;2941888;563;1692404;0;0;0;0;44;41561;0;0;164;318441;39;478902;17;90399;79;32425;361;287756;
697991;T¯ebËice;1392;2412001;430;1216507;0;0;0;0;68;43058;0;0;285;423303;49;278200;29;26179;82;40440;449;384314;
698008;VÌska;473;1547915;30;169240;0;0;0;0;31;17507;0;0;102;646609;75;502442;16;45960;69;19257;150;146900;
698032;Mohelnice;7164;12798678;1030;6270614;0;0;0;0;871;414393;1;4810;179;949678;27;97602;356;961283;2280;746650;2420;3353648;
698059;Mohelno;3392;17540347;994;8779394;0;0;0;0;526;285045;4;10323;234;665297;100;4573918;59;987629;864;283546;611;1955195;
698067;Mochov;2557;9319250;1111;7687927;0;0;0;0;259;131204;4;8357;11;7282;19;28014;104;101908;568;311145;481;1043413;
698075;Hoötice u MochtÌna;1157;3923534;413;1582833;0;0;0;0;91;93158;5;17723;195;444371;52;1509079;36;27026;108;50304;257;199040;
698091;MochtÌn;1765;5010243;593;3182996;0;0;0;0;143;113981;1;2830;253;540052;46;725708;54;36666;232;85717;443;322293;
698105;Srbice u MochtÌna;946;2772837;109;778221;0;0;0;0;114;118554;3;15059;216;583982;46;1001395;20;17878;118;39873;320;217875;
698113;TÏöetiny;670;3755486;148;1179442;0;0;0;0;42;45175;1;3354;182;648507;65;1667051;4;4334;63;31458;165;176165;
698121;⁄jezdec u MochtÌna;328;995991;58;402729;0;0;0;0;58;62265;0;0;69;377338;8;78244;2;2831;30;12611;103;59973;
698130;R·jov-»ernice;460;2287854;76;981378;0;0;0;0;42;30817;2;6035;107;541886;48;573425;12;18191;55;21416;118;114706;
698148;MojnÈ;726;4786881;240;3561259;0;0;0;0;83;56924;4;8831;51;176070;44;641446;27;51811;124;43428;153;247112;
698156;Z·horkovice;173;1430935;61;1042878;0;0;0;0;8;15332;0;0;7;18560;51;159586;8;128443;10;7947;28;58189;
698164;MojûÌ¯;1403;2489487;33;127800;0;0;0;0;221;115703;2;1279;150;377281;24;997413;6;74761;374;80090;593;715160;
698181;MokoöÌn;337;1706613;61;1192319;0;0;0;0;85;56384;0;0;19;229332;10;89939;3;4897;89;31436;70;102306;
698199;Mokr· u Brna;2324;4468117;535;559334;0;0;0;0;322;147410;5;15153;245;133868;135;2304218;5;4910;640;115132;437;1188092;
698202;Mokrovraty;1885;10784993;364;2033571;0;0;0;0;352;208206;0;0;189;583532;102;7219799;29;87308;456;94190;393;558387;
698211;MokrÈ;645;5886173;93;4322482;0;0;0;0;131;162097;1;6609;59;266302;21;604287;39;107624;165;132318;136;284454;
698237;MokrÈ Lazce;2723;10573606;937;2670110;0;0;0;0;516;292781;0;0;172;265525;195;6740793;97;64902;441;144771;365;394724;
698245;Leöiöov;771;2315555;103;299764;0;0;0;0;27;26180;0;0;274;999456;69;731723;25;32433;34;19186;239;206813;
698253;Mokrosuky;782;4653727;27;1010800;0;0;0;0;85;42335;1;4327;140;1660387;126;1463470;15;35513;112;42707;276;394188;
698261;Mokrovousy;1416;4869593;518;4049513;0;0;0;0;134;100622;0;0;207;304634;1;62;162;89618;164;81264;230;243880;
698270;Mok¯iny;1066;3411075;51;422662;0;0;0;0;231;120970;0;0;144;1297185;60;1077735;10;28068;304;76711;266;387744;
698288;Nebesa;161;5841036;10;53558;0;0;0;0;15;9411;2;3613;25;202914;36;5381960;6;11340;29;8721;38;169519;
698296;Nov˝ éÔ·r;320;6658604;4;99958;0;0;0;0;17;12054;0;0;60;722112;45;5470851;15;13213;27;10512;152;329904;
698300;Moldava;798;8674075;12;161758;0;0;0;0;18;10231;0;0;212;4543585;56;2694684;29;42001;171;50123;300;1171693;
698318;NovÈ MÏsto u Mikulova;1108;17498642;30;249758;0;0;0;0;3;1839;0;0;135;1141553;128;15296531;36;15725;265;28024;511;765212;
698326;Old¯iö u Moldavy;69;2490607;0;0;0;0;0;0;0;0;0;0;32;1596368;11;850484;0;0;3;754;23;43001;
698334;Pastviny u Moldavy;120;3759736;4;190674;0;0;0;0;0;0;0;0;29;2287813;17;878414;10;22828;1;251;59;379756;
698342;HoliËky u Chrudimi;525;2379089;124;280687;0;0;0;0;65;44487;7;24202;56;100861;71;1744426;12;28917;61;17544;129;137965;
698351;Janovice u Chrudimi;576;1257287;205;935422;0;0;0;0;121;75825;5;13566;33;86248;8;24650;10;2330;88;34725;106;84521;
698369;Moraöice u Chrudimi;1268;3372776;526;2580589;0;0;0;0;184;139622;10;39915;49;79746;34;204086;20;77670;177;67945;268;183203;
698377;Skupice u Chrudimi;553;2098989;172;1279945;0;0;0;0;75;52668;4;22907;15;45799;35;548686;33;19861;90;40276;129;88847;
696935;MladÏjovice;1772;7319083;404;2127972;0;0;0;0;95;71907;2;6658;345;1215470;149;2451663;217;1000912;160;70311;400;374190;
696943;SedliötÏ u MladÏjovic;222;848369;108;693054;0;0;0;0;19;18817;2;3235;14;47886;12;19111;25;41524;18;10198;24;14544;
696960;Kom·rov u MladÏjovic;356;1491567;92;1302693;0;0;0;0;63;51721;0;0;22;12272;4;7046;9;13948;77;31519;89;72368;
696978;MladÏjovice u äternberka;1095;10438619;211;8873271;0;0;0;0;246;149953;0;0;33;58130;18;610751;38;112921;308;161496;241;472097;
696986;ÿÌdeË;785;7275867;225;1912970;0;0;0;0;134;130587;8;15479;69;194184;46;4735277;38;44646;126;48370;139;194354;
696994;Mladkov;1733;6689334;107;1359400;0;0;0;0;207;91995;0;0;388;1638330;247;3019830;12;48820;302;65601;470;465358;
697001;PetroviËky u Mladkova;767;3105253;29;641164;0;0;0;0;24;15780;0;0;247;1054993;170;1180312;2;4316;77;14860;218;193828;
697010;MladoÚov u Oskavy;1902;7686355;140;1585910;0;0;0;0;146;84330;0;0;414;2688563;549;2690183;3;4288;157;47907;493;585174;
697028;V·clavov u Oskavy;587;4196389;125;926363;0;0;0;0;67;48824;0;0;83;458127;104;2539209;63;23122;46;16169;99;184575;
697036;»ejkovice u MladoÚovic;343;2085199;131;641255;0;0;0;0;51;37736;4;8934;24;48448;26;1269488;1;227;40;18426;66;60685;
697044;Deblov;754;5525373;120;2336369;0;0;0;0;75;65931;6;16556;71;293907;184;2479584;17;21963;106;56558;175;254505;
697079;Pet¯Ìkovice u MladoÚovic;849;2706473;224;1203423;0;0;0;0;54;42991;5;18865;202;454953;122;800625;68;11967;51;31594;123;142055;
697087;Pohled u MladoÚovic;319;2084216;98;515560;0;0;0;0;64;39525;2;6163;21;53123;34;1389304;6;2049;45;21236;49;57256;
697117;MladoÚovice na MoravÏ;2119;10009356;593;7315580;0;0;0;0;144;99750;1;3621;226;567060;384;932696;93;220357;274;117173;404;753119;
697125;Mladoöovice;2119;6893345;547;2668546;0;0;0;0;118;69348;10;5753;342;703782;308;3102269;145;60823;146;57202;503;225622;
697133;»ern· Haù;1002;5230725;317;2046719;0;0;0;0;58;40846;0;0;129;191898;131;2626174;26;68358;77;51204;264;205526;
697141;Chr·öùovice u Mladotic;1697;4226672;700;2453235;0;0;0;0;62;54674;2;5262;181;262285;382;1146134;18;22665;86;35578;266;246839;
697150;Mladotice;3368;9857614;1196;3424582;0;0;0;0;192;98221;2;10576;466;783437;339;4500227;57;88023;360;115231;756;837317;
697168;Str·ûiötÏ u Mladotic;1174;3317947;332;917706;0;0;0;0;47;43288;0;0;87;155185;264;1776041;11;47813;118;20682;315;357232;
697176;Mladotice nad Doubravou;763;2432043;173;1137513;0;0;0;0;112;75438;6;53463;110;266814;19;641837;13;61739;125;47195;205;148044;
697184;Budislavice;986;4160344;323;1135930;0;0;0;0;60;46138;0;0;230;602774;25;2126478;29;8813;80;28771;239;211440;
697192;Mlad˝ Smolivec;641;5291959;42;2580712;0;0;0;0;78;65402;0;0;67;1264377;22;838889;35;120870;172;78186;225;343523;
697206;Star˝ Smolivec;881;8243220;40;2602922;0;0;0;0;167;121804;2;21154;120;1476480;42;3369210;24;100851;213;90860;273;459939;
